0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	0.000000000000000000e+00
2.000000000000000000e+00	0.000000000000000000e+00
3.000000000000000000e+00	0.000000000000000000e+00
4.000000000000000000e+00	3.300000000000000155e-01
5.000000000000000000e+00	1.960000000000000075e-01
6.000000000000000000e+00	1.189999999999999947e-01
7.000000000000000000e+00	7.799999999999999989e-02
8.000000000000000000e+00	4.800000000000000100e-02
9.000000000000000000e+00	3.799999999999999906e-02
1.000000000000000000e+01	2.699999999999999969e-02
1.100000000000000000e+01	2.800000000000000058e-02
1.200000000000000000e+01	1.600000000000000033e-02
1.300000000000000000e+01	1.299999999999999940e-02
1.400000000000000000e+01	1.099999999999999936e-02
1.500000000000000000e+01	1.099999999999999936e-02
1.600000000000000000e+01	1.000000000000000021e-02
1.700000000000000000e+01	8.999999999999999320e-03
1.800000000000000000e+01	5.000000000000000104e-03
1.900000000000000000e+01	1.000000000000000021e-03
2.000000000000000000e+01	6.000000000000000125e-03
2.100000000000000000e+01	6.000000000000000125e-03
2.200000000000000000e+01	5.000000000000000104e-03
2.300000000000000000e+01	3.000000000000000062e-03
2.400000000000000000e+01	1.000000000000000021e-03
2.500000000000000000e+01	5.000000000000000104e-03
2.600000000000000000e+01	2.000000000000000042e-03
2.700000000000000000e+01	2.000000000000000042e-03
2.800000000000000000e+01	0.000000000000000000e+00
2.900000000000000000e+01	1.000000000000000021e-03
3.000000000000000000e+01	3.000000000000000062e-03
3.100000000000000000e+01	1.000000000000000021e-03
3.200000000000000000e+01	3.000000000000000062e-03
3.300000000000000000e+01	1.000000000000000021e-03
3.400000000000000000e+01	0.000000000000000000e+00
3.500000000000000000e+01	1.000000000000000021e-03
3.600000000000000000e+01	2.000000000000000042e-03
3.700000000000000000e+01	2.000000000000000042e-03
3.800000000000000000e+01	2.000000000000000042e-03
3.900000000000000000e+01	0.000000000000000000e+00
4.000000000000000000e+01	2.000000000000000042e-03
4.100000000000000000e+01	0.000000000000000000e+00
4.200000000000000000e+01	0.000000000000000000e+00
4.300000000000000000e+01	0.000000000000000000e+00
4.400000000000000000e+01	0.000000000000000000e+00
4.500000000000000000e+01	1.000000000000000021e-03
4.600000000000000000e+01	0.000000000000000000e+00
4.700000000000000000e+01	0.000000000000000000e+00
4.800000000000000000e+01	1.000000000000000021e-03
4.900000000000000000e+01	1.000000000000000021e-03
5.000000000000000000e+01	0.000000000000000000e+00
5.100000000000000000e+01	0.000000000000000000e+00
5.200000000000000000e+01	0.000000000000000000e+00
5.300000000000000000e+01	0.000000000000000000e+00
5.400000000000000000e+01	0.000000000000000000e+00
5.500000000000000000e+01	1.000000000000000021e-03
5.600000000000000000e+01	1.000000000000000021e-03
5.700000000000000000e+01	1.000000000000000021e-03
5.800000000000000000e+01	0.000000000000000000e+00
5.900000000000000000e+01	1.000000000000000021e-03
6.000000000000000000e+01	1.000000000000000021e-03
6.100000000000000000e+01	0.000000000000000000e+00
6.200000000000000000e+01	0.000000000000000000e+00
6.300000000000000000e+01	1.000000000000000021e-03
6.400000000000000000e+01	1.000000000000000021e-03
6.500000000000000000e+01	0.000000000000000000e+00
6.600000000000000000e+01	0.000000000000000000e+00
6.700000000000000000e+01	0.000000000000000000e+00
6.800000000000000000e+01	0.000000000000000000e+00
6.900000000000000000e+01	0.000000000000000000e+00
7.000000000000000000e+01	0.000000000000000000e+00
7.100000000000000000e+01	0.000000000000000000e+00
7.200000000000000000e+01	0.000000000000000000e+00
7.300000000000000000e+01	0.000000000000000000e+00
7.400000000000000000e+01	1.000000000000000021e-03
7.500000000000000000e+01	0.000000000000000000e+00
7.600000000000000000e+01	1.000000000000000021e-03
